"OCCUPANCY_DATE","PROGRAM_MODEL","CAPACITY_TYPE","OCCUPANCY_RATE_ROOMS","OCCUPANCY_RATE_BEDS","month"
2023-06-20,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-20,"Emergency","Room Based Capacity",97.83,NA,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,94,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,95.65,2023-06-01
2023-06-20,"Emergency","Bed Based Capacity",NA,98.39,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,90.91,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-20,"Emergency","Room Based Capacity",95.38,NA,2023-06-01
2023-06-20,"Emergency","Room Based Capacity",82.44,NA,2023-06-01
2023-06-20,"Emergency","Bed Based Capacity",NA,98.25,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,96.15,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,88,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-20,"Emergency","Bed Based Capacity",NA,98.15,2023-06-01
2023-06-20,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-20,"Emergency","Bed Based Capacity",NA,77.78,2023-06-01
2023-06-20,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-20,"Emergency","Bed Based Capacity",NA,96,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-20,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-21,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-21,"Emergency","Room Based Capacity",97.59,NA,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-21,"Emergency","Room Based Capacity",97.83,NA,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,92,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,95.65,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,95.45,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-21,"Emergency","Room Based Capacity",96.92,NA,2023-06-01
2023-06-21,"Emergency","Room Based Capacity",81.82,NA,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,96.15,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,99.09,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,98.21,2023-06-01
2023-06-21,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,77.78,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,95,2023-06-01
2023-06-21,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-21,"Emergency","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-21,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-22,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-22,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-22,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-22,"Emergency","Room Based Capacity",97.59,NA,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,90.91,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-22,"Emergency","Room Based Capacity",81.82,NA,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,96.15,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,96,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-22,"Emergency","Bed Based Capacity",NA,98.31,2023-06-01
2023-06-22,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,93.33,2023-06-01
2023-06-22,"Emergency","Bed Based Capacity",NA,95,2023-06-01
2023-06-22,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-22,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-23,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-23,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-23,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-23,"Emergency","Room Based Capacity",96.39,NA,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-23,"Emergency","Room Based Capacity",99.32,NA,2023-06-01
2023-06-23,"Emergency","Bed Based Capacity",NA,98.04,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,90.91,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-23,"Emergency","Room Based Capacity",81.82,NA,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-23,"Emergency","Bed Based Capacity",NA,96.55,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-23,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-23,"Emergency","Bed Based Capacity",NA,75,2023-06-01
2023-06-23,"Emergency","Bed Based Capacity",NA,95,2023-06-01
2023-06-23,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-23,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-24,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-24,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-24,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,94.44,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-24,"Emergency","Bed Based Capacity",NA,98.04,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,90.91,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-24,"Emergency","Room Based Capacity",81.82,NA,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-24,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-24,"Emergency","Bed Based Capacity",NA,75,2023-06-01
2023-06-24,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-24,"Emergency","Bed Based Capacity",NA,95,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-24,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-25,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-25,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-25,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-25,"Emergency","Room Based Capacity",96.92,NA,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,94.44,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-25,"Emergency","Bed Based Capacity",NA,98.04,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,90.91,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,93.33,2023-06-01
2023-06-25,"Emergency","Room Based Capacity",81.06,NA,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-25,"Emergency","Bed Based Capacity",NA,98.28,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-25,"Emergency","Room Based Capacity",97.87,NA,2023-06-01
2023-06-25,"Emergency","Bed Based Capacity",NA,98.15,2023-06-01
2023-06-25,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-25,"Emergency","Bed Based Capacity",NA,75,2023-06-01
2023-06-25,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-25,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-26,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-26,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-26,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,88.89,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-26,"Emergency","Bed Based Capacity",NA,98.04,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,95.45,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-26,"Emergency","Room Based Capacity",98.46,NA,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,50,2023-06-01
2023-06-26,"Emergency","Room Based Capacity",81.06,NA,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,96,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-26,"Emergency","Bed Based Capacity",NA,94.55,2023-06-01
2023-06-26,"Emergency","Bed Based Capacity",NA,98.25,2023-06-01
2023-06-26,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,94.12,2023-06-01
2023-06-26,"Emergency","Bed Based Capacity",NA,75,2023-06-01
2023-06-26,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-26,"Emergency","Room Based Capacity",96.55,NA,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-26,"Transitional","Bed Based Capacity",NA,94.59,2023-06-01
2023-06-27,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-27,"Emergency","Room Based Capacity",99.37,NA,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,94.44,2023-06-01
2023-06-27,"Emergency","Room Based Capacity",97.62,NA,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,98.04,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,95.45,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,98.59,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-27,"Emergency","Room Based Capacity",98.46,NA,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,50,2023-06-01
2023-06-27,"Emergency","Room Based Capacity",81.06,NA,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,95.83,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,98.55,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,96,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,98.18,2023-06-01
2023-06-27,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,98,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,82.35,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,66.67,2023-06-01
2023-06-27,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-27,"Emergency","Room Based Capacity",99.24,NA,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,99.59,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,97.96,2023-06-01
2023-06-27,"Emergency","Bed Based Capacity",NA,96.3,2023-06-01
2023-06-27,"Transitional","Bed Based Capacity",NA,73.33,2023-06-01
2023-06-28,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-28,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-28,"Emergency","Room Based Capacity",98.55,NA,2023-06-01
2023-06-28,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,94.44,2023-06-01
2023-06-28,"Emergency","Room Based Capacity",95.35,NA,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-28,"Emergency","Bed Based Capacity",NA,96.08,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,95.45,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,93.33,2023-06-01
2023-06-28,"Emergency","Room Based Capacity",98.46,NA,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,50,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,96.43,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,96,2023-06-01
2023-06-28,"Emergency","Bed Based Capacity",NA,98.18,2023-06-01
2023-06-28,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-28,"Emergency","Bed Based Capacity",NA,66.67,2023-06-01
2023-06-28,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-28,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-28,"Emergency","Bed Based Capacity",NA,97.96,2023-06-01
2023-06-29,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-29,"Emergency","Room Based Capacity",98.8,NA,2023-06-01
2023-06-29,"Emergency","Room Based Capacity",98.67,NA,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,94.44,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,96.08,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,95.45,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-29,"Emergency","Room Based Capacity",98.46,NA,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,50,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,96.43,2023-06-01
2023-06-29,"Emergency","Room Based Capacity",97.67,NA,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,98.55,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,98.28,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,96,2023-06-01
2023-06-29,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,99.44,2023-06-01
2023-06-29,"Transitional","Bed Based Capacity",NA,88.24,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,66.67,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,60,2023-06-01
2023-06-29,"Transitional","Room Based Capacity",98.68,NA,2023-06-01
2023-06-29,"Emergency","Bed Based Capacity",NA,97.96,2023-06-01
2023-06-30,"Emergency","Room Based Capacity",100,NA,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,12.5,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,100,2023-06-01
2023-06-30,"Emergency","Room Based Capacity",92.31,NA,2023-06-01
2023-06-30,"Emergency","Room Based Capacity",98.8,NA,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,94.44,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,100,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,97.83,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,97.83,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,94.12,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,95.45,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,96.67,2023-06-01
2023-06-30,"Emergency","Room Based Capacity",98.46,NA,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,98.73,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,50,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,98,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,80,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,97.3,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,98.08,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,98.28,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,92,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,98.2,2023-06-01
2023-06-30,"Transitional","Room Based Capacity",100,NA,2023-06-01
2023-06-30,"Transitional","Bed Based Capacity",NA,94.12,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,66.67,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,80,2023-06-01
2023-06-30,"Transitional","Room Based Capacity",97.37,NA,2023-06-01
2023-06-30,"Emergency","Bed Based Capacity",NA,97.96,2023-06-01
2023-07-01,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,12.5,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-01,"Emergency","Room Based Capacity",92.31,NA,2023-07-01
2023-07-01,"Emergency","Room Based Capacity",98.8,NA,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-01,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,97.83,2023-07-01
2023-07-01,"Emergency","Room Based Capacity",96.97,NA,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-01,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-01,"Emergency","Room Based Capacity",95.24,NA,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,97.3,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,98.25,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,96.15,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-01,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-01,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,66.67,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,96.97,2023-07-01
2023-07-01,"Emergency","Bed Based Capacity",NA,97.96,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,12.5,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",91.67,NA,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",98.8,NA,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,97.83,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",99.31,NA,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",95.38,NA,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-02,"Emergency","Room Based Capacity",96.43,NA,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,97.3,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,98.18,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,96.15,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-02,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,98.67,2023-07-01
2023-07-02,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,66.67,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-02,"Emergency","Bed Based Capacity",NA,97.96,2023-07-01
2023-07-03,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,12.5,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-03,"Emergency","Room Based Capacity",97.59,NA,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-03,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-03,"Emergency","Room Based Capacity",96.88,NA,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-03,"Emergency","Room Based Capacity",95.38,NA,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-03,"Emergency","Room Based Capacity",96.43,NA,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,96,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,96,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,97.3,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,98.55,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,96.15,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,98.18,2023-07-01
2023-07-03,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,66.67,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-03,"Emergency","Bed Based Capacity",NA,95.92,2023-07-01
2023-07-03,"Transitional","Bed Based Capacity",NA,73.33,2023-07-01
2023-07-04,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,12.5,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-04,"Emergency","Room Based Capacity",98.8,NA,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,97.62,2023-07-01
2023-07-04,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,97.83,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-04,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-04,"Emergency","Room Based Capacity",98.73,NA,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,96,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,97.3,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,96.36,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,98.18,2023-07-01
2023-07-04,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,66.67,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-04,"Emergency","Bed Based Capacity",NA,95.92,2023-07-01
2023-07-04,"Transitional","Bed Based Capacity",NA,73.33,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-05,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",98.44,NA,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",98.8,NA,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,97.62,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-05,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",97.37,NA,2023-07-01
2023-07-05,"Emergency","Room Based Capacity",98.73,NA,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,96,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-05,"Emergency","Bed Based Capacity",NA,98.55,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-05,"Emergency","Bed Based Capacity",NA,97.25,2023-07-01
2023-07-05,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
